134807584881805, 268913187382493, 339308440345504 @ 107, -115, -5
298349386584067, 462195413390502, 251909215229019 @ 31, -314, -46
334990881228505, 223093745403301, 380442726145102 @ -103, 79, -137
202610653682165, 138441945724781, 206804786850838 @ 231, 581, 172
305056523372505, 340288645486256, 421120417345273 @ -55, -106, -206
426255925073684, 320004456066526, 411253798163447 @ -216, -116, -136
241004192717285, 401852628803471, 328356650072458 @ 85, -175, -105
294869138141364, 393969143381069, 237643592009530 @ 16, 47, 79
297642486112481, 414275479656341, 178111595243294 @ -15, -121, 315
305032967853318, 421048896242136, 251754771047249 @ -26, -6, -34
293920947043753, 354403069440291, 340380155932578 @ -35, -116, -88
270266716396053, 352040782172313, 303576896810516 @ 79, 87, -151
304248008040845, 318905820199721, 74329871255098 @ -57, -153, 264
350299377892379, 245094626653310, 216111182053883 @ -141, 116, 132
290855479941797, 148025882505437, 308920587647644 @ -42, 42, 15
255733264491977, 296987679576949, 307364702296440 @ 69, 97, -81
274009174926287, 183307647502427, 478315146570976 @ -12, 92, -249
302883924833927, 249934594905773, 374416340685874 @ -52, 25, -120
326423851604321, 420417987311233, 293535999243068 @ -99, -213, -33
304319843758409, 440403789348905, 244024871921392 @ 23, 5, -52
350204641758609, 510209690659297, 182434552204692 @ -157, -417, 218
444195309899502, 382356097660773, 340077103147379 @ -262, -185, -60
262483521859513, 357803027561606, 315053313781039 @ 41, -76, -80
360195521239771, 319334065816237, 340561807411338 @ -181, 31, -153
261696830269665, 390242665984281, 425802855197088 @ 29, -167, -268
296136553865315, 524729818334531, 311941089439663 @ -9, -551, -206
212370224153225, 170974708685909, 400154557864936 @ 57, 55, -107
286639787070471, 108412139566085, 353482385284606 @ -26, 257, -92
372829867195612, 417118342411453, 376410463339047 @ -196, -209, -204
297493445288817, 429674259766773, 247142622983252 @ 49, -24, -19
280696751226558, 395747504777902, 226700625385390 @ 148, 166, 151
396616029927044, 411328364674340, 534835064260021 @ -216, -214, -434
290943172802609, 270965163916769, 373599030921316 @ -41, -82, -64
310618514001441, 395403981836577, 339490821761956 @ -64, -197, -71
341441494126241, 306728315632169, 290005771662316 @ -165, 198, -84
277489435589857, 100738016076121, 86776623732816 @ -7, 319, 351
252278098231370, 189056209348655, 330937036875892 @ 42, 193, -79
344722569344739, 288258594360003, 394357790685356 @ -220, 478, -627
230674971590379, 197912780280191, 454636824845240 @ 14, -46, -117
285352325209748, 482550693499176, 286914881829736 @ 66, -416, -179
336830155828700, 306922384900061, 309976899000628 @ -114, -9, -47
317432530939675, 230665801699772, 324231129130509 @ -73, 8, -24
315552231429210, 442323572439449, 197381825058369 @ -158, 11, 726
395774904186247, 432557143892675, 435066355603931 @ -265, -235, -376
333126517060741, 504860414695823, 553696755156310 @ -121, -412, -704
303584444808573, 408232756518261, 243261950759084 @ -22, 34, 39
203983033526010, 211960488659011, 337156054846663 @ 76, 25, -38
255064499149157, 351331051616817, 298129671090376 @ 120, 63, -116
410776897596529, 449821836287713, 373144414693284 @ -166, -290, -45
220959443812454, 207286684103570, 238140319773280 @ 208, 470, 85
309991770591665, 463014332857396, 305125791919746 @ -63, -306, -49
335761026392285, 439969891812785, 349730092425701 @ -123, -253, -172
333958722993050, 298979560261085, 282816603790969 @ -98, -65, 26
468860298682759, 447728883775389, 269093906188152 @ -236, -287, 59
246698396765125, 364206749944686, 317342406355361 @ 157, 34, -192
310730824553999, 438495794690187, 246761846279266 @ -72, -32, -56
292788239383969, 407972555381201, 195448227558564 @ 40, 14, 329
284914395340317, 202646579582273, 205538071489476 @ -35, -13, 129
293046097808953, 379345747524397, 262108448796996 @ 5, 25, -15
311828158726085, 405493652420681, 222261406045858 @ -75, 59, 175
251110005913682, 303280728043487, 290930724083776 @ 74, 65, -35
171189826796878, 286507720533852, 98463431396509 @ 118, -74, 274
283610667845777, 176988441934985, 329829426373432 @ -31, 43, -19
169093675776133, 232832211682969, 96195000435882 @ 229, 171, 383
282680701744745, 151059849521521, 358918476653856 @ -33, 39, -40
298872118293617, 428814861316001, 129355492966564 @ -35, -221, 361
317048872589435, 435110879485721, 259069910350753 @ -145, -5, -192
298743625264289, 379973588273753, 251070146910652 @ -15, 43, 25
160383864677819, 323014808256641, 142197664938085 @ 111, -141, 204
273734442316735, 197460685543789, 55501096707433 @ 7, 207, 442
282782717414810, 342349592648402, 235187349035110 @ -8, -62, 95
272309710910240, 348578622503666, 305404027903798 @ 82, 130, -177
271166023552733, 252986404122665, 406932885133612 @ -14, -39, -121
294449773646190, 437671952385095, 180200590960452 @ 112, -43, 705
241676924447593, 269705579286021, 417040605364016 @ 5, -111, -85
177866606947784, 336072282155138, 332612145460915 @ 180, -72, -84
262480077549689, 255361177896968, 60648272391259 @ 9, 10, 360
194547333199065, 344563636873718, 384275697529968 @ 137, -100, -163
222355024352027, 306836618839881, 252647770233196 @ 51, -101, 73
217423992936878, 303295332795960, 296662364247615 @ 60, -92, 14
259702188353777, 338453453875553, 273711172106500 @ 49, -29, 9
307871277075125, 472672109497559, 233279048395754 @ -33, -472, 110
288626346377965, 216605936077481, 294158958164488 @ -32, 53, 10
297344334517586, 552093216283382, 330913616544898 @ -46, -424, -33
330052221683775, 388367672521685, 239851328772819 @ -173, 95, 66
312622508896440, 387901755289926, 197893740313693 @ -98, 666, 580
303880133259257, 142780155168065, 181230405372052 @ -57, 11, 149
305111181579821, 389235733280133, 251628603961888 @ -42, 6, 22
237216552622155, 292459690858413, 313805106127052 @ 182, 265, -171
276464715036077, 363596314310330, 258944088972522 @ 21, -58, 35
309508565508323, 444075789439096, 242654017878073 @ -57, -96, -8
298084005029315, 391690367128256, 105764171782813 @ -49, -220, 248
113673433509760, 151954608389635, 128277337749816 @ 152, 37, 213
50251177275953, 245726349776681, 25068554154364 @ 209, -76, 316
308808073102343, 361943839009781, 266552326961056 @ -60, -51, 15
229145501948159, 221794330791005, 225096031125286 @ 88, 145, 114
346658147461109, 446410150756331, 315846768134020 @ -257, -226, -335
325288955887565, 310587896190706, 507847576990688 @ -99, 52, -547
260884757147501, 264778850441741, 268386356000968 @ 16, 14, 42
192408241596391, 220215427445243, 416296314531738 @ 50, -70, -78
179028612063155, 138968288094151, 315270360389618 @ 84, 60, 6
328607280547240, 159758655571189, 374186563785512 @ -88, 103, -91
329413510003285, 202553615698901, 282752277448638 @ -91, 71, 27
60374897290865, 69518861615361, 221717085254548 @ 237, 169, 112
288354979201269, 190957588357577, 340717517303076 @ -37, 23, -31
331456468882953, 277368764609787, 476442381064124 @ -91, -62, -219
184676987024821, 327185688140189, 412064073337044 @ 61, -169, -79
289492452908539, 327216241647401, 466111896443146 @ 20, 239, -842
224645566465238, 355967368814435, 328721144242405 @ 30, -187, -6
279727327471655, 96403164242494, 213012818735581 @ -33, 60, 118
295180326330875, 168306129707025, 339852897979890 @ -48, -5, -10
411575003091791, 556707064840497, 360903896339100 @ -249, -477, -135
313152845430161, 438523628309611, 243549441983472 @ -111, 34, -45
298029887761063, 330763685732924, 434735376373798 @ -29, 68, -473
